geog,Population_2010,Population-Aged-60-and-Over_2010,Unemployed_2010,Labor-Force_2010,College-Graduates_2010,People-in-Poverty_2010,Vacant-Homes_2010,Owner-Occupied-Homes_2010,Renter-Occupied-Homes_2010,Total-Occupied-Homes_2010,Population_2015,Population-Aged-60-and-Over_2015,Unemployed_2015,Labor-Force_2015,College-Graduates_2015,People-in-Poverty_2015,Vacant-Homes_2015,Owner-Occupied-Homes_2015,Renter-Occupied-Homes_2015,Total-Occupied-Homes_2015,Population_2020,Population-Aged-60-and-Over_2020,Unemployed_2020,Labor-Force_2020,College-Graduates_2020,People-in-Poverty_2020,Vacant-Homes_2020,Owner-Occupied-Homes_2020,Renter-Occupied-Homes_2020,Total-Occupied-Homes_2020
17031828802,3270,651,166,1671,684,155,40,1094,24,1118,3396,751,308,1720,666,485,33,1118,141,1259,3221,745,96,1735,495,31,35,1031,76,1107
17031828801,5296,1081,227,2492,1708,552,137,1714,119,1833,5730,1321,343,2779,1745,295,72,1609,273,1882,5405,1554,204,2779,1808,387,108,1556,275,1831
17031828702,4891,1000,343,2551,1098,536,163,1497,290,1787,5367,1111,530,2358,1082,927,208,1259,609,1868,4207,1016,284,2091,631,643,219,1084,362,1446
17031828701,3801,829,259,2158,1033,390,55,1077,449,1526,3614,651,243,2055,1019,402,336,957,378,1335,4571,793,322,2192,863,610,157,975,349,1324
17031828602,4570,973,236,2256,1795,148,116,1462,33,1495,4683,1025,178,2219,1710,344,104,1324,197,1521,4356,1113,68,1906,1467,153,44,1196,197,1393
17031828601,4165,793,231,2383,1254,181,93,1471,76,1547,4078,895,205,2336,1488,357,121,1287,288,1575,4140,1054,69,2246,1166,119,14,1334,247,1581
17031828508,5028,813,0,0,853,991,160,1564,317,1881,4082,608,319,1886,863,995,362,1073,462,1535,4065,791,222,2188,664,467,241,1022,527,1549
17031828507,4005,611,0,0,804,590,172,1287,98,1385,4539,940,314,2466,1418,753,237,1237,205,1442,3856,893,289,2264,894,168,133,1207,131,1338
17031828505,6129,1184,244,3177,1543,268,130,1957,307,2264,6769,1286,471,3371,1604,1050,150,1757,593,2350,7194,1975,462,3802,1845,1125,147,2072,645,2717
17031828504,5950,673,274,2544,674,986,165,1092,592,1684,6050,600,610,2952,800,2054,394,987,895,1882,5761,850,652,3041,421,1848,407,880,875,1755
17031828503,4624,572,507,2264,478,728,160,1143,303,1446,4657,680,356,2036,559,932,345,1097,455,1552,4634,730,255,2401,314,1047,431,823,663,1486
17031828402,3977,948,215,2119,1104,284,145,1330,473,1803,3936,1023,337,2013,1058,449,114,1106,581,1687,3735,1093,150,1548,816,667,139,1013,570,1583
17031828401,3618,547,242,2186,1085,46,196,1196,225,1421,3641,594,132,1961,1270,380,134,894,453,1347,3581,671,81,2065,1036,327,85,970,442,1412
17031828300,3218,773,195,1683,536,438,250,1123,208,1331,3385,872,177,1614,577,415,125,1162,297,1459,3227,852,330,1944,710,238,112,1161,247,1408
17031828202,4463,758,145,2305,1088,785,198,1078,743,1821,4502,1147,260,2644,980,471,261,1189,658,1847,4978,1025,168,2492,871,903,113,1154,662,1816
17031828201,4818,663,235,2368,769,785,108,1191,614,1805,4219,841,366,2359,900,424,252,1109,473,1582,3598,558,76,2069,880,107,179,984,538,1522
17031828100,4744,864,112,2647,1241,374,78,1955,165,2120,4551,1144,353,2370,1278,552,365,1521,348,1869,5410,1100,504,2677,851,1240,101,1535,478,2013
17031828000,4960,740,162,2613,863,562,112,1462,547,2009,5458,1109,396,2642,895,1007,104,1523,486,2009,4847,791,254,2545,842,559,200,1225,698,1923
17031827902,4067,710,289,2089,865,469,185,1043,711,1754,4525,934,507,2570,854,793,142,1123,689,1812,4186,1079,219,1933,544,753,160,895,611,1506
17031827901,2528,802,92,1207,810,218,0,809,22,831,2565,788,108,1349,658,193,53,744,105,849,2006,756,116,886,600,261,30,679,31,710
17031827805,2856,631,237,1527,676,333,77,897,92,989,2996,836,163,1480,669,156,61,988,69,1057,2755,659,203,1331,595,272,53,930,42,972
17031827804,2843,532,176,1351,914,159,162,894,93,987,3080,844,298,1782,1017,199,57,1054,88,1142,3194,916,163,1533,492,328,65,1141,168,1309
17031827802,3032,612,156,1554,857,200,47,1066,31,1097,3603,599,435,1875,945,369,99,1076,25,1101,3237,705,134,1678,538,366,110,851,110,961
17031827801,5438,1166,492,2370,893,579,83,1372,351,1723,4822,1087,366,2262,1054,529,196,1332,207,1539,5263,1315,286,2513,1075,581,87,1398,336,1734
17031827700,2918,351,269,1505,341,690,315,710,299,1009,2908,380,379,1430,404,761,237,512,430,942,2826,516,201,1465,269,487,234,459,529,988
17031827600,3559,640,303,1428,364,1171,174,770,377,1147,3331,810,234,1249,432,1093,130,837,454,1291,3136,718,251,1219,330,844,263,605,399,1004
17031827500,5446,500,459,2118,323,1376,305,889,549,1438,5381,857,581,2229,266,1786,436,878,1019,1897,5163,775,492,2541,169,1321,416,967,727,1694
17031827400,4756,749,305,1695,503,1787,369,675,761,1436,4224,975,477,1758,455,1465,595,653,1025,1678,3817,1038,194,1747,328,1084,468,718,697,1415
17031827300,3323,327,272,1203,271,1063,296,424,577,1001,3164,657,162,1160,238,1115,494,523,599,1122,2794,584,88,1038,251,944,423,438,495,933
17031827200,4520,681,522,2154,444,1339,205,832,674,1506,4141,703,352,2053,481,1371,251,893,610,1503,3838,697,288,2064,547,733,183,1081,349,1430
17031827100,2763,385,264,1183,385,496,278,398,424,822,2846,464,324,1293,190,981,329,435,704,1139,2514,645,124,1149,218,830,268,390,711,1101
17031827000,3204,654,406,1289,469,794,202,687,501,1188,4133,542,417,1731,385,1701,364,598,841,1439,4096,1081,201,1743,391,1345,295,851,637,1488
17031826902,1586,219,214,639,165,611,219,279,195,474,1093,355,156,430,67,410,275,278,311,589,1575,352,149,653,42,699,243,235,249,484
17031826901,1803,194,61,769,188,589,252,353,295,648,1667,392,70,577,160,718,250,296,494,790,2081,275,155,1057,68,752,240,350,463,813
17031826800,5022,786,317,2023,473,1611,402,1045,570,1614,5156,655,330,2065,489,1799,498,988,658,1646,5436,653,329,2717,415,1565,358,748,957,1705
17031826700,5481,550,651,2981,756,907,624,928,1031,1959,5211,717,556,2317,811,1523,600,960,1135,2095,4957,814,583,2619,582,1335,541,817,1150,1967
17031826600,5703,615,542,2763,811,1373,411,1308,634,1942,5991,768,651,2914,865,1625,288,1093,1133,2226,5931,790,476,2581,461,1540,442,1097,754,1851
17031826500,6349,740,716,2881,881,1457,365,1435,567,2002,6680,1276,1121,3352,826,2176,313,1255,752,2007,5909,1233,409,2460,484,1997,290,1394,649,2043
17031826402,5221,817,452,2708,640,831,120,1424,305,1729,5291,950,458,2664,938,795,196,1284,471,1755,5080,1303,311,2247,728,1080,309,1151,573,1724
17031826401,4713,494,355,2099,776,572,148,957,431,1388,3714,538,462,2175,671,767,279,862,454,1316,3886,602,361,2097,326,615,106,921,464,1385
17031826304,3350,537,374,1611,473,980,162,673,633,1306,3059,562,434,1694,512,1063,215,695,563,1258,2860,657,240,1376,505,647,205,735,555,1290
17031826303,3798,614,203,1996,733,146,156,1151,105,1256,4238,756,525,2180,1050,763,71,1126,273,1399,3759,933,315,1842,470,562,171,946,245,1191
17031826301,3938,482,248,2003,676,336,110,1098,265,1363,4246,589,450,2386,787,504,106,1159,276,1435,4299,1011,240,2471,542,393,103,1104,398,1502
17031826202,5555,782,142,2541,669,994,69,1639,484,2123,5776,775,693,3086,822,1014,367,1340,591,1931,5703,846,577,2988,632,1788,246,1299,697,1996
17031826201,3618,1272,159,1450,753,516,148,915,1044,1959,3742,1577,328,1543,1130,593,217,1054,879,1933,3638,1584,101,1579,771,369,260,1036,1089,2125
17031826100,6434,787,642,3225,723,1569,409,1572,586,2158,7408,985,642,3463,1072,1467,324,1580,678,2258,5307,872,368,2795,445,1001,460,1081,957,2038
17031826000,3375,305,337,1492,384,1267,365,353,648,1001,3163,396,265,1482,224,1000,318,384,619,1003,2888,479,142,1107,85,544,442,565,423,988
17031825900,3179,395,199,1621,326,542,102,814,325,1139,3700,399,408,1744,369,1219,140,670,502,1172,3529,577,245,1840,340,773,189,699,385,1084
17031825803,5592,1048,403,2804,759,579,88,1164,1314,2478,5208,1220,297,2910,898,1110,192,1142,1273,2415,5540,1541,440,3183,870,516,209,1459,935,2394
17031825802,5592,537,401,2827,1028,998,282,1417,590,2007,5717,969,612,3086,998,541,224,1321,718,2039,6740,1414,414,3568,1035,648,136,1628,655,2283
17031825801,4009,652,400,2082,552,697,150,729,815,1544,3354,645,464,1486,568,1414,388,706,715,1421,3865,630,269,1873,358,1019,383,545,952,1497
17031825700,4188,612,307,1887,387,755,128,973,482,1455,4224,646,396,1953,541,811,135,872,505,1377,4121,731,205,2125,389,589,154,961,646,1607
17031825600,5610,760,367,2236,456,1438,202,1167,613,1780,5617,1076,390,2447,807,1306,168,1494,471,1965,5221,829,337,2396,500,1178,232,1053,503,1556
17031825505,5170,840,315,2792,1162,330,96,1622,144,1766,5369,996,432,2566,1707,1118,227,1455,384,1839,6023,1408,563,2763,982,899,192,1367,418,1785
17031825504,3806,512,474,2109,555,351,70,748,477,1225,3800,727,500,1936,709,460,247,671,521,1192,3404,494,71,2009,725,13,96,736,583,1319
17031825503,6569,1195,385,3275,1785,927,267,1926,405,2331,7067,1529,386,3685,2340,1124,229,2011,422,2433,6411,1188,489,2970,1215,1310,227,1898,613,2511
17031825501,5902,1242,344,2526,1123,708,23,1372,599,1971,5567,1365,687,2857,896,1138,260,1250,753,2003,5460,1199,202,2812,882,842,227,1089,823,1912
17031825400,6022,1310,188,3165,1376,922,141,1868,432,2300,5169,1041,249,3113,1372,464,370,1538,573,2111,5459,1659,211,3088,1360,261,255,2037,458,2495
17031825304,3834,821,184,2036,988,175,58,1366,138,1504,4127,900,60,2259,1065,354,40,1276,303,1579,4201,857,92,2515,816,141,0,1329,332,1661
17031825303,3799,551,171,2067,745,228,166,1000,560,1560,4172,953,86,2158,1065,792,109,974,650,1624,4057,775,207,2396,819,301,162,925,682,1607
17031825302,6108,787,343,3545,1363,584,56,1598,704,2302,5770,993,302,3271,1328,593,274,1442,709,2151,6016,805,166,3359,1250,242,149,1536,672,2208
17031825200,1901,301,162,1030,331,251,9,587,36,623,1995,259,69,1095,338,46,45,547,86,633,2018,421,87,1193,268,182,0,690,18,708
17031825000,4891,711,256,2632,729,545,158,1169,618,1787,5077,941,381,3033,1049,591,80,1252,704,1956,4376,979,103,2624,1013,240,38,1068,718,1786
17031824900,2939,512,244,1705,436,408,170,809,62,871,3142,472,253,1260,404,773,137,826,326,1152,3353,693,161,1357,297,510,69,863,244,1107
17031824800,7148,587,306,3278,515,1740,354,1613,379,1992,8155,663,678,3268,528,2000,182,1603,648,2251,7837,955,481,3729,626,851,165,1661,717,2378
17031824702,6130,923,280,2832,827,1049,163,1471,334,1805,5537,955,398,2891,927,1178,252,1480,446,1926,5653,1259,49,2935,659,681,189,1920,430,2350
17031824701,3761,517,416,2156,509,414,87,964,367,1331,4199,692,380,2450,640,167,104,965,437,1402,3890,826,58,1873,404,256,72,1094,486,1580
17031824602,6517,904,364,3464,1026,537,113,1894,464,2358,6366,1098,356,3561,1896,505,134,1862,659,2521,6751,1907,123,3735,1212,709,122,2225,385,2610
17031824601,4122,756,195,2362,891,263,33,1509,106,1615,4889,944,299,2964,1024,173,128,1384,262,1646,4368,861,95,2606,680,208,89,1398,231,1629
17031824509,4759,690,0,0,1015,352,0,1186,201,1387,4057,500,275,2415,1154,48,0,1211,146,1357,4723,1059,99,2336,965,115,0,1423,116,1539
17031824508,2772,968,0,0,822,222,107,1238,169,1407,3632,1349,83,2071,1039,82,81,1456,352,1808,2980,1166,95,1590,768,12,63,1315,298,1613
17031824507,4206,904,178,2339,1050,109,67,1371,288,1659,4316,1128,217,2302,986,593,76,1260,481,1741,3992,1132,141,1966,610,668,52,1386,426,1812
17031824505,6813,975,356,3695,1239,615,0,1886,596,2482,7113,1335,362,4293,1786,441,58,1775,765,2540,6145,1294,226,3525,1300,259,135,1694,641,2335
17031824503,6547,1413,371,3845,1643,288,204,2672,132,2804,6782,1627,282,3587,2259,231,233,2604,292,2896,6314,1991,161,3211,1864,407,245,2270,415,2685
17031824400,2231,587,162,1039,213,241,24,427,366,793,2266,542,137,1018,256,444,62,368,461,829,1986,806,50,693,289,268,122,437,329,766
17031824300,4849,1293,497,1951,590,1548,431,975,768,1744,4809,1134,328,1858,746,1427,422,970,836,1807,4977,1084,345,1920,575,1581,361,910,613,1523
17031824129,4071,1372,0,0,1262,117,55,1468,86,1554,4684,1519,240,2424,1687,346,79,1549,96,1645,4305,1313,106,2157,1095,390,98,1523,122,1645
17031824128,4421,1255,0,0,1173,161,14,1600,11,1611,4000,1190,72,1803,1780,181,0,1607,50,1657,4576,1477,67,2149,1619,464,37,1579,103,1682
17031824127,3965,673,0,0,1302,21,53,1381,26,1407,3726,968,48,1911,1294,138,38,1297,43,1340,3940,1118,117,2000,1269,72,31,1494,0,1494
17031824126,5011,769,0,0,1500,50,67,1615,54,1669,6212,1237,145,3674,2196,100,100,1862,38,1900,5733,1611,137,3318,2085,67,0,2007,38,2045
17031824125,4001,603,0,0,1066,266,31,1402,57,1459,4206,483,216,2539,1066,176,0,1145,116,1261,4858,707,164,3019,1226,234,52,1433,62,1495
17031824124,3629,599,0,0,1028,237,16,898,386,1284,3955,735,202,2035,1129,700,0,737,648,1385,2808,838,43,1556,585,656,37,727,410,1137
17031824123,7980,1105,426,4551,1985,360,15,2338,387,2725,8367,1275,269,4805,2141,523,31,2365,489,2854,7357,1334,116,4069,1390,613,195,2416,346,2762
17031824122,6110,1014,219,3468,1739,210,14,2084,93,2177,6082,1325,183,3537,1981,540,90,2130,78,2208,6262,1990,140,3476,1995,511,30,2277,81,2358
17031824121,3321,380,100,1902,959,84,51,1119,0,1119,3120,680,126,1726,883,191,0,1165,53,1218,3277,981,171,1786,925,249,19,1196,85,1281
17031824119,5737,1252,121,2783,1765,28,17,1970,13,1983,5751,1396,196,3177,2077,261,0,1991,64,2055,5553,1809,90,2807,1933,222,44,2125,134,2259
17031824116,4502,903,215,2675,967,482,131,1182,695,1877,5047,927,193,2794,1441,463,155,1277,706,1983,5192,1081,140,2644,1292,502,103,1142,1075,2217
17031824115,3411,1068,121,1792,885,116,39,1155,281,1436,3694,1104,84,1963,1223,332,61,1208,229,1437,4019,1456,43,1722,1041,92,133,1279,213,1492
17031824114,4680,971,182,2391,1731,401,77,1508,107,1615,5018,1135,217,2664,2081,165,81,1698,83,1781,5166,1354,78,2739,1983,282,78,1701,132,1833
17031824113,6627,1047,389,3552,2140,246,0,1927,107,2034,6963,1562,305,3761,2279,84,51,2243,10,2253,6891,1676,149,3541,2267,219,46,2298,108,2406
17031824107,6711,2098,325,3327,1892,297,82,2445,127,2572,6541,2148,303,3477,1988,280,54,2480,151,2631,7553,2021,252,3520,2036,455,94,2350,351,2701
17031824106,7038,1252,268,4018,2063,198,76,2147,392,2539,7313,1608,330,4376,2700,274,49,2303,345,2648,6267,2153,183,3143,1935,534,96,2154,244,2398
17031824105,6630,1158,205,3787,2284,34,37,2357,98,2455,6481,1790,243,3668,2460,431,89,2343,140,2483,7220,1812,11,4072,2260,48,231,2318,301,2619
17031824006,3920,739,107,2204,1357,15,32,1295,51,1346,4183,788,93,2174,1384,277,112,1211,141,1352,5470,1289,81,2650,1656,202,30,1595,74,1669
17031824005,5602,952,280,3213,1409,135,164,1626,140,1766,5636,897,224,3102,1913,270,124,1626,281,1907,5468,1326,137,3261,1512,144,75,1678,233,1911
17031824004,5303,1368,178,2890,1744,165,81,1538,388,1926,5421,1625,243,2692,1549,329,144,1279,683,1962,5014,1746,136,2191,1541,333,159,1373,600,1973
17031824003,5522,873,313,2970,1588,105,143,1736,147,1883,6345,1283,307,3737,2143,100,0,1977,264,2241,6189,1409,148,3037,1656,473,87,1694,253,1947
17031823904,4132,1802,103,1845,1695,128,94,1789,68,1857,4172,1447,162,1868,1380,65,98,1588,48,1636,4000,1662,39,1992,1379,170,140,1480,158,1638
17031823903,4614,1218,232,2609,1859,295,76,1588,58,1646,4717,1690,48,2242,1965,88,10,1653,69,1722,4529,1725,124,1965,1385,259,87,1589,83,1672
17031823901,3508,1188,120,1774,1402,37,106,1441,48,1489,3863,1476,191,1943,1579,57,63,1380,94,1474,4009,1931,49,1757,1283,78,137,1645,98,1743
17031823806,3739,767,340,2471,504,256,79,1344,538,1882,3581,695,246,1856,626,442,115,924,658,1582,4037,1001,285,2256,582,422,137,1083,596,1679
17031823805,2586,757,122,1552,741,199,92,1329,84,1413,2952,828,93,1670,918,297,32,1354,73,1427,2918,1154,63,1530,801,165,61,1403,72,1475
17031823803,6896,1840,355,3488,1372,269,49,2279,202,2481,6803,1932,265,3523,1916,726,150,2144,229,2373,6703,2141,84,2893,1441,1035,171,2198,351,2549
17031823801,5482,1592,284,2714,1909,237,112,1862,220,2082,5355,1844,117,2590,1900,238,227,1909,402,2311,5268,2061,103,2560,2152,259,313,1891,244,2135
17031823705,4901,829,126,2211,875,850,32,1090,562,1652,4804,983,457,2352,884,1181,136,1067,625,1692,4498,911,55,2073,822,318,41,1097,462,1559
17031823704,3954,894,210,2087,1019,297,35,1214,90,1304,4217,906,125,2378,1296,273,84,1303,62,1365,3946,723,144,2118,555,35,93,1211,51,1262
17031823703,7435,1174,324,4001,1250,1367,296,2521,631,3152,7657,1043,403,3549,1024,1878,295,1900,699,2599,8236,1223,298,4066,863,1615,286,1828,1073,2901
17031823702,6584,1177,333,3550,1769,754,102,1703,924,2627,6834,1270,282,3733,1496,1079,51,1558,1084,2642,5757,1545,260,3242,1189,747,240,1352,1203,2555
17031823605,4225,1145,196,2058,1203,289,109,1368,185,1553,4130,1247,235,2131,1276,175,32,1266,289,1555,4297,1168,86,2266,1195,564,109,1232,205,1437
17031823604,3657,1020,90,1712,1276,86,114,1366,31,1397,3500,1124,208,1844,1455,186,59,1252,73,1325,3510,1044,111,1750,1039,133,103,1186,62,1248
17031823603,2191,303,155,902,114,989,186,382,294,675,2523,421,202,1037,350,1043,126,379,258,636,2143,330,148,932,74,644,142,295,222,517
17031823602,6183,2694,86,2856,1297,226,141,2092,392,2484,6229,2013,223,3088,2014,434,372,2189,473,2662,6369,2628,78,3152,1378,497,323,2233,617,2850
17031823500,4961,934,371,2437,543,770,168,879,677,1556,4643,657,414,2447,1002,791,217,946,658,1604,4448,997,132,2204,663,345,127,817,745,1562
17031823400,4884,599,266,2322,692,628,238,1195,420,1615,5101,779,407,2616,668,1130,324,1068,678,1746,4969,926,358,2505,641,1169,235,1202,616,1818
17031823304,5599,1055,246,3159,751,464,175,1597,769,2366,6205,1017,368,3218,836,742,207,1410,895,2305,6345,1520,385,3087,859,943,253,1586,983,2569
17031823303,4296,803,296,2178,623,440,81,1298,355,1653,4670,678,377,2483,794,533,89,1168,380,1548,4001,764,124,2359,489,373,21,1085,541,1626
17031823302,5906,1038,538,3554,743,716,117,1196,1346,2542,6367,1233,466,3354,1183,698,98,1116,1264,2380,6060,1464,157,3134,831,412,152,1489,1268,2757
17031823200,5418,972,152,2911,862,162,114,1723,102,1825,4673,1030,237,2479,927,461,133,1583,135,1718,4792,1466,125,2303,712,300,121,1557,277,1834
17031823102,3638,659,311,2022,611,499,50,1185,262,1447,3439,679,154,1866,566,382,155,897,339,1236,3833,879,85,1841,439,614,53,943,462,1405
17031823101,4367,575,261,2555,721,494,193,1389,330,1719,4702,781,297,2691,726,630,147,1196,454,1650,4061,879,130,2029,522,494,151,1012,548,1560
17031823002,6115,1057,523,3357,995,546,297,1385,785,2170,5837,796,391,3661,1193,567,96,1355,790,2145,5236,1350,76,2443,730,1146,62,1293,803,2096
17031823001,6646,1336,412,3610,903,645,305,1131,1519,2650,6251,1102,225,2895,954,1197,127,1043,1416,2459,6887,1591,370,3576,1265,1065,237,1467,1238,2705
17031822900,2021,285,92,1131,278,143,20,549,118,667,2004,343,178,1088,236,201,52,467,172,639,1966,454,86,1125,394,107,88,642,151,793
17031822802,3553,893,119,1732,1103,126,41,1257,107,1364,3409,1004,181,1655,1008,147,80,1156,129,1285,3615,1040,170,1577,1104,146,53,1187,106,1293
17031822801,3762,806,192,2248,1250,105,31,1320,290,1610,3117,874,168,1710,1011,369,154,1208,240,1448,3171,739,139,2030,970,176,83,1053,366,1419
17031822702,3641,972,62,1635,807,103,157,1207,318,1525,3234,932,131,1628,796,509,142,1133,401,1534,3400,805,118,1719,755,407,223,1010,349,1359
17031822701,4374,1233,211,2243,1378,300,131,1738,351,2089,4260,1019,264,2196,1040,463,271,1493,379,1872,4834,961,215,2349,1531,585,118,1462,444,1906
17031822602,6262,1606,245,3049,1436,760,224,2228,639,2867,7440,1882,510,3859,2157,655,63,2166,771,2937,7510,2188,213,3265,2304,686,138,2452,647,3099
17031822601,4361,1077,257,2292,1168,260,26,1659,75,1734,4761,1231,166,2340,1299,383,31,1546,158,1704,4214,962,70,2196,962,195,54,1426,97,1523
17031822500,4462,873,222,2553,960,233,52,1382,230,1612,4489,958,252,2446,1194,276,46,1336,285,1621,4195,1249,127,2010,998,286,33,1402,230,1632
17031822400,6116,1054,432,3295,881,426,161,1530,683,2213,6422,1072,260,2552,1165,2067,136,1430,627,2057,6214,1271,87,2568,821,1630,373,1304,667,1971
17031822302,4131,1034,140,1937,674,210,227,1198,271,1469,4611,1034,351,2210,1070,591,118,1084,445,1529,4391,1136,50,2018,786,394,49,1246,364,1610
17031822301,3550,597,146,1879,504,181,71,1101,163,1264,3874,751,120,1636,911,363,61,1089,171,1260,3234,951,86,1579,407,473,141,993,75,1068
17031822200,3693,828,191,1864,611,215,85,1149,108,1257,4180,767,223,2109,800,416,72,1123,149,1272,3583,802,203,1892,564,466,67,1022,185,1207
17031822102,4451,1270,201,2288,1149,141,169,1510,478,1988,4672,1366,164,2362,1005,459,280,1386,446,1832,4151,1061,150,2320,1259,238,252,1300,537,1837
17031822101,4350,778,78,2440,873,199,158,1432,130,1562,4423,784,214,2490,938,428,24,1289,376,1665,4337,1120,206,2082,863,437,117,1213,325,1538
17031822000,4324,841,229,2314,730,609,119,1480,288,1768,4356,902,162,2339,726,289,182,1543,382,1925,4216,811,99,2167,497,253,101,1282,463,1745
17031821900,5109,1162,241,2561,1430,87,65,1746,106,1852,5160,981,209,2698,1395,610,21,1599,315,1914,5012,1197,88,2453,1191,156,112,1454,194,1648
17031821800,5475,728,258,2950,1098,457,238,1513,302,1815,5369,893,314,3100,1621,350,19,1407,572,1979,5246,947,129,3087,1556,359,0,1604,481,2085
